budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre,release_year,decade
750000,http://www.magnetreleasing.com/theinnkeepers/,58428,"anti terror, terror, beer, supernatural, towel, inn, phone, whispering, casa encantada, mumblegore",en,The Innkeepers,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",14.386807,"Glass Eye Pix, Dark Sky Films",United States of America,2011-12-01,78396,102.0,English,Released,Some guests never checked out.,The Innkeepers,5.4,219,"['Horror', ' Thriller']",2011,2010
0,http://www.donkeypunchmovie.co.uk/,13429,,en,Donkey Punch,"Three hot girls, four guys, and one mega-swanky yacht collide for a serious night of drugs and sexual deviancy. One debaucherous act goes too far though, turning this teen joy ride into a weekend of bloody bedlam.",3.283886,"Warp X, Madman Entertainment",United Kingdom,2008-07-18,0,99.0,English,Released,This party is going overboard,Donkey Punch,4.5,52,"['Horror', ' Drama', ' Thriller', ' Crime']",2008,2000
750000,http://www.mandylane.co.uk,9022,"suicide attempt, gun, texas, mass murder, farm worker, planned murder, beauty, dying and death, fraud, plan, surprise, farm, victim of murder, conspiracy of murder, high school, murder, youth, beautiful girl, female corpse",en,All the Boys Love Mandy Lane,"Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered.",12.284939,Occupant Films,United States of America,2008-02-15,0,90.0,English,Released,Everyone is dying to be with her. Someone is killing for it.,All the Boys Love Mandy Lane,5.7,209,"['Horror', ' Mystery', ' Thriller']",2008,2000
700000,http://tartanvideo.com/film.asp?ProjectID={C668EA2C-810D-4E33-AB5C-9B8B00FA4B8A},18734,independent film,en,L.I.E. Long Island Expressway,"In this biting and disturbing coming-of-age tale from writer-director Michael Cuesta, life is bittersweet along the L.I.E., also known as the Long Island Expressway, as suburban teen Howie Blitzer learns all too clearly. In the space of a week, he loses nearly everything and everyone he knows and is left to navigate his adolescence virtually unsupervised.",7.731064,,United States of America,2001-01-20,1667192,97.0,English,Released,"On the Long Island Expressway there are lanes going east, lanes going west, and lanes going straight to hell.",L.I.E.,6.7,31,['Drama'],2001,2000
0,http://www.thesisterhoodofnight-movie.com/,206197,"witch, woman director",en,The Sisterhood of Night,"When a teenage girl says she's the victim of a secret network called The Sisterhood of Night, a quiet suburban town becomes the backdrop for a modern-day Salem witch trial.",2.868942,,,2015-04-10,0,104.0,English,Released,The Salem Witch Trials remixed.,The Sisterhood of Night,6.5,31,"['Mystery', ' Drama', ' Thriller']",2015,2010
700000,http://www.halfnelsonthefilm.co.uk/,7859,"date, ex-girlfriend, bicycle, crack, independent film",en,Half Nelson,"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.",12.378031,"Thinkfilm, Hunting Lane Films, Journeyman Pictures, Original Media, Silverwood Films, Traction Media",United States of America,2006-08-11,4911725,107.0,English,Released,Secrets don't let go.,Half Nelson,6.5,240,['Drama'],2006,2000
700000,http://naturallynative.com/home.html,302579,"native american, racism, family, woman director",en,Naturally Native,"Naturally Native follows the lives, loves, pain, joy and relationships of three sisters as they attempt to start their own business. Of American Indian ancestry, but adopted by white foster parents as young children, each sister has her own identity issues and each has chosen a very different career path. Now dedicated to starting a Native cosmetic business, they attempt to overcome obstacles both in the business world and in the home. A touching love story of family and culture, Naturally Native also interweaves a subtle, but strong wake-up call regarding the treatment of Native people in corporate America. Naturally Native also provides some insight into tribal infrastructure and gaming issues.",0.578798,Red-horse Native,United States of America,1999-10-08,10508,107.0,English,Released,"Sometimes When You're Going Home, It's Important To Know Where You've Come From...",Naturally Native,0.0,0,['Drama'],1999,1990
60000,http://www.blairwitch.com/,2667,"witch, voodoo, legend, sorcery, maryland, forest, footage, horror, true, student, lost, found footage, film",en,The Blair Witch Project,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",41.690578,"Artisan Entertainment, Haxan Films",United States of America,1999-07-14,248000000,81.0,English,Released,The scariest movie of all time is a true story.,The Blair Witch Project,6.3,1055,"['Horror', ' Mystery']",1999,1990
560000,http://www.thebeatles.com/film/hard-days-night,704,"adolescence, culture clash, press conference, behind the scenes, police chase, mockumentary, older man younger woman relationship, shaving, the beatles song, railway station, performer, psychotronic, generation gap, television director",en,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",10.730056,"Proscenium Films, Walter Shenson Films, Maljack Productions",United Kingdom,1964-07-06,12299668,88.0,English,Released,"The Beatles, starring in their first full-length, hilarious, action-packed film!",A Hard Day's Night,7.3,168,"['Comedy', ' Music']",1964,1960
500000,http://www.fireproofthemovie.com/,14438,"father son relationship, fire, firemen, christian, advice, marriage, faith, christian film, dysfunctional marriage, religious conversion, hospital",en,Fireproof,"In Albany, the marriage of Caleb end Catherine Holt is in crisis and they decide to divorce. However, Caleb's father, John, proposes that his son delays their separation process for forty days and follow a procedure called ""The Love Dare"" to make them love each other again.",6.093989,"Carmel Entertainment, Provident Films, Samuel Goldwyn Films, Affirm Films, Sherwood Pictures",United States of America,2008-09-26,33456317,122.0,English,Released,Never Leave Your Partner Behind.,Fireproof,7.0,100,['Drama'],2008,2000
0,http://highroadmovie.com/,89857,,en,High Road,"Directed by Matt Walsh, a co-founding member of world-renowned comedy troupe Upright Citizens Brigade, High Road showcases a totally improvised script about Glenn “Fitz” Fitzgerald (James Pumphrey), a young man whose loyalties are split among his band, his girlfriend Monica(Abby Elliottt) and selling drugs. After his band breaks up, Fitz finds himself dealing drugs out of his garage and bonding with 16-year-old neighborhood kid Jimmy (Dylan O’Brien). As his former band mates (Zach Woods, Matt L. Jones, Lizzy Caplan) begin finding success and one of his drug deals goes awry, Fitz hits the road with Jimmy. Amid car chases, guns, broken bones, sassy cabbies and a suspicious doctor (Horatio Sanz), Fitz has to navigate their way to safe harbor--and he doesn’t even know about the surprise Monica has in store for him back home!",1.292948,,United States of America,2012-03-06,0,87.0,English,Released,The road less traveled is filled with pot holes.,High Road,5.8,22,['Comedy'],2012,2010
0,http://tosavealifemovie.com/,41144,"christian, independent film",en,To Save A Life,"Jake Taylor has everything. He has a beautiful girl, he's the champion in basketball and beer pong, and everyone loves him. Then, an old childhood friend, whom Jake used to be friends with, commits suicide. Jake begins to think. He wonders what he could've done to save his friend's life. A youth minister tells him that Jake needs God. So Jake becomes a Christian. However, things begin to spin out of control. His dad is cheating on his mom, his girlfriend is pregnant, and his former friends ridicule and mock him. During all this, Jake is going to realize just what it means to be a Christian and how, to save a life.",0.05021,,United States of America,2009-11-05,0,120.0,English,Released,Some people are just dying to be heard.,To Save A Life,6.2,21,['Drama'],2009,2000
500000,http://sholemaleichemthemovie.com/,84401,,en,Sholem Aleichem: Laughing In The Darkness,"A riveting portrait of the great writer whose stories became the basis of the Broadway musical Fiddler on the Roof. Sholem Aleichem: Laughing in the Darkness tells the tale of the rebellious genius who created an entirely new literature. Plumbing the depths of a Jewish world locked in crisis and on the cusp of profound change, he captured that world with brilliant humor. Sholem Aleichem was not just a witness to the creation of a new modern Jewish identity, but one of the very men who forged it.",0.109579,,,2012-02-24,845188,93.0,,Released,"Before there was Fiddler, there was Tevye... and the man who created him.",Sholem Aleichem: Laughing In The Darkness,7.0,2,['Documentary'],2012,2010
0,http://www.halestormentertainment.com/p_movies_details.asp?mID=jnlppmp8,36825,,en,The R.M.,"Jared Phelps (Kirby Heyborne) has completed two years of full-time missionary service for The Church of Jesus Christ of Latter-day Saints. His mission president has promised him that he will be blessed for his service, and he thinks he has it all worked out. His girlfriend has waited for him. His boss promised that he could have his old job back, and he has already sent his application to BYU. Everything that can go wrong does go wrong. His girlfriend dumps him. His loses his job, and he isn't accepted to BYU. Then, it gets even worse, and he has to decide if choosing the right is worth all the trouble.",0.082978,Halestorm entertainment,United States of America,2003-01-31,0,101.0,English,Released,Just when you thought it was safe to go back into the world...,The R.M.,4.8,4,"['Comedy', ' Crime', ' Family']",2003,2000
500000,http://www.meancreekmovie.com/,12281,"suicide, alcohol, secret, birthday, lake, oregon, brother, party, love, friends, prank, bully, drug, gay man, naked, invite, dare",en,Mean Creek,"Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions.",8.519202,Whitewater Films,United States of America,2004-01-15,603943,90.0,English,Released,"Beneath the surface, everyone has a secret.",Mean Creek,6.9,106,"['Crime', ' Drama']",2004,2000
0,http://www.magpictures.com/drinkingbuddies,172533,"male female relationship, co-worker, relationship, mumblecore",en,Drinking Buddies,"Weekend trips, office parties, late night conversations, drinking on the job, marriage pressure, biological clocks, holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? Beer.",17.378455,Burn Later Productions,United States of America,2013-08-23,343341,90.0,English,Released,A comedy about knowing when to say when.,Drinking Buddies,6.0,356,"['Romance', ' Drama']",2013,2010
500000,http://www.rubberfilm.com/,45649,"exploding building, duringcreditsstinger",en,Rubber,"In the California desert, the adventures of a telepathic killer-tire, mysteriously attracted by a very pretty girl, as witnessed by incredulous onlookers.",9.108949,"Canal+, Backup Films, Arte France, Arte France Cinéma, Elle Driver, 1.85 Films, Realitism Films, Sindika Dokolo","France, Angola",2010-07-09,98017,85.0,English,Released,Are you TIRED of the expected?,Rubber,5.7,251,"['Comedy', ' Drama', ' Fantasy', ' Horror', ' Mystery']",2010,2010
500000,http://www.monstersfilm.com/,43933,"monster, pyramid, radio, dystopia, infection, forest, low-budget, alien, alien invasion, central america, vigil, cattle, dead fish",en,Monsters,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.",26.406001,Vertigo Entertainment,United Kingdom,2010-06-18,4242978,94.0,"Español, English",Released,"After Six Years, They're No Longer Aliens. They're Residents",Monsters,6.2,587,"['Drama', ' Thriller', ' Science Fiction']",2010,2010
500000,http://www.detentionofthedead.com,139715,"high school, independent film, zombie, extreme violence",en,Detention of the Dead,A group of oddball high school students find themselves trapped in detention with their classmates having turned into a horde of Zombies.,2.391847,Gala Film,United States of America,2012-04-27,0,87.0,English,Released,"When there's no more room in Hell, the dead will go to DETENTION!",Detention of the Dead,4.5,34,"['Comedy', ' Horror']",2012,2010
0,http://www.thedevilscarnival.com/,285743,"carnival, musical, sequel, devil, dark carnival",en,Alleluia! The Devil's Carnival,The Devil's Carnival: Alleluia! is the second episode of The Devil's Carnival. The episode will revolve around the war between Hell and Heaven.,0.674398,"Limb from Limb Pictures, Execution Style Entertainment",United States of America,2016-03-29,0,0.0,,Released,Hell ain't got a prayer.,Alleluia! The Devil's Carnival,6.0,2,"['Music', ' Horror']",2016,2010
0,http://soundandtheshadow.com/,362765,,en,The Sound and the Shadow,"An allergy-ridden, eavesdropping sound engineer and his boisterous new roommate are thrust into a missing girl case when he discovers clues to her disappearance in his neighborhood recordings.",0.072359,Veracity Productions,United States of America,2014-10-19,0,90.0,English,Released,Be careful what you listen for.,The Sound and the Shadow,0.0,0,"['Thriller', ' Comedy', ' Mystery']",2014,2010
0,http://mutualfriendsmovie.com/,198370,,en,Mutual Friends,"Surprise parties rarely go well. This one is no different, as a group of 30-somethings head through life, love and a day in New York City.",0.136721,,,2014-04-15,0,0.0,English,Released,Surprise parties rarely go well.,Mutual Friends,0.0,0,[''],2014,2010
0,http://blueruinmovie.com/,188166,"revenge, drifter, virginia, character study, neo-noir, visual storytelling, mumblegore",en,Blue Ruin,The quiet life of a beach bum is upended by dreadful news. He sets off for his childhood home to carry out an act of vengeance but proves an inept assassin and finds himself in a brutal fight to protect his estranged family.,25.349758,"Film Science, The Lab Of Madness, Neighborhood Watch, Paradise City",United States of America,2014-04-25,258384,90.0,English,Released,Revenge comes home,Blue Ruin,6.9,462,"['Crime', ' Thriller']",2014,2010
15000,http://www.paranormalactivity-movie.com/,23827,"haunting, psychic, entity, demonic possession, found footage",en,Paranormal Activity,"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.",47.456823,"Blumhouse Productions, Solana Films",United States of America,2007-09-14,193355800,86.0,English,Released,What Happens When You Sleep?,Paranormal Activity,5.9,1316,"['Horror', ' Mystery']",2007,2000
400000,http://www.sonypictures.com/cthe/montypython/,762,"holy grail, monk, scotland yard, swordplay, camelot, round table, chapter, aggression by animal, knight, king arthur, wedding reception, midnight movie, monty python, knights of the round table, anarchic comedy",en,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",64.782984,"Python (Monty) Pictures Limited, Michael White Productions, National Film Trustee Company, Twickenham Film Studios",United Kingdom,1975-03-13,5028948,91.0,"Français, Latin, English",Released,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,Monty Python and the Holy Grail,7.8,1708,"['Adventure', ' Comedy', ' Fantasy']",1975,1970
0,http://www.iwantyourmoney.net/,47546,,en,I Want Your Money,"Two versions of the American dream now stand in sharp contrast. One views the money you earned as yours and best allocated by you; the other believes that an elite in Washington knows best how to allocate your wealth. One champions the traditional American dream, which has played out millions of times through generations of Americans, of improving one's lot in life and even daring to dream and build big. The other holds that there is no end to the ""good"" the government can do by taking and spending other peoples' money in an ever-burgeoning list of programs. The documentary film I Want Your Money exposes the high cost in lost freedom and in lost opportunity to support a Leviathan-like bureaucratic state.",0.084344,,,2010-07-06,0,92.0,,Released,The film contrasts two views of role that the federal government should play in our daily lives using the words and actions of Ronald Reagan and Barack Obama.,I Want Your Money,3.8,5,['Documentary'],2010,2010
0,http://www.censoredvoices.com/,319069,woman director,en,Censored Voices,"The 1967 'Six-Day' war ended with Israel's decisive victory; conquering Jerusalem, Gaza, Sinai and the West Bank. It is a war portrayed, to this day, as a righteous undertaking - a radiant emblem of Jewish pride. One week after the war, a group of young kibbutzniks, led by renowned author Amos Oz, recorded intimate conversations with soldiers returning from the battlefield. The recording revealed an honest look at the moment Israel turned from David to Goliath. The Israeli army censored the recordings, allowing the kibbutzniks to publish only a fragment of the conversations. 'Censored Voices' reveals the original recordings for the first time.",0.59458,kNow Productions,"Germany, Israel",2015-01-24,0,84.0,"English, עִבְרִית",Released,"The Six-Day War, Uncut.",Censored Voices,5.1,8,"['History', ' Documentary']",2015,2010
0,http://www.51birchstreet.com/index.php,79161,,en,51 Birch Street,"Documentary filmmaker Doug Block had every reason to believe his parents' 54-year marriage was a good one. But when his mother dies unexpectedly and his father swiftly marries his former secretary, he discovers two parents who are far more complex and troubled than he ever imagined. 51 Birch Street is a riveting personal documentary that explores a universal human question: how much about your parents do you really want to know?",0.049921,Copacetic Pictures,,2006-10-18,0,90.0,,Released,Do you really want to know your parents?,51 Birch Street,6.8,6,['Documentary'],2006,2000
0,http://www.dogtooth.gr/,38810,"male nudity, female nudity, hostage, paranoia, dysfunctional family, unsimulated sex, incest, lesbian sex, mental illness, explicit sex, sexual awakening, fantasy world, isolated house, brother sister incest, home education, sister sister incest",el,Κυνόδοντας,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",28.858238,"Greek Film Center, Boo Productions, Horsefly Productions",Greece,2009-06-01,110197,94.0,ελληνικά,Released,The cat is the most feared animal there is!,Dogtooth,6.9,332,['Drama'],2009,2000
300000,http://www.tupac-resurrection.com/,21525,"rap music, hip-hop, blunt, woman director",en,Tupac: Resurrection,"Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop MCs of all time.",1.314576,"Paramount Pictures, MTV Films",United States of America,2003-01-23,7808524,112.0,English,Released,In his own words,Tupac: Resurrection,8.0,26,"['Music', ' Documentary']",2003,2000
300000,http://www.piecesofaprilmovie.com/,1550,"sex, thanksgiving, road trip, love, independent film, neighbor, marijuana, family, illness",en,Pieces of April,"Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",4.270596,"Kalkaska Productions, IFC Productions",United States of America,2003-01-19,0,81.0,"普通话, English",Released,She's the one in every family.,Pieces of April,6.4,64,"['Comedy', ' Drama']",2003,2000
300000,http://someguywhokillspeople.com/,80468,,en,Some Guy Who Kills People,"A former mental patient's repressed anger reaches the boiling point, leading him to embark on a mission of revenge against the thugs who once subjected him to severe physical and mental trauma.",2.733725,,United States of America,2011-04-14,0,97.0,English,Released,Your number is up.,Some Guy Who Kills People,5.7,45,"['Comedy', ' Horror', ' Thriller']",2011,2010
0,http://www.magpictures.com/compliance/,84188,,en,Compliance,"Sandra is the manager at a fast-food restaurant, and Becky is her teenaged counter girl who really needs the job. One stressful day, a police officer telephones and accuses Becky of stealing money from a customer’s purse, which Becky vehemently denies. Sandra, overwhelmed by her managerial responsibilities, complies with the officer’s orders to detain Becky, beginning a nightmare that tragically blurs the lines between expedience, prudence, legality and reason.",8.942203,"Muskat Filmed Properties, Bad Cop Bad Cop Film Productions, Dogfish Pictures",United States of America,2012-08-23,319285,90.0,"English, Français, Deutsch",Released,Power. Manipulation. Obedience.,Compliance,6.3,221,"['Drama', ' Thriller', ' Crime']",2012,2010
250000,http://www.viewaskew.com/chasingamy/,2255,"new jersey, coming out, love of one's life, bisexuality, menage a trois, comic book, comic-strip artist, independent film, lesbian, best friend",en,Chasing Amy,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",20.601483,"Miramax Films, View Askew Productions",United States of America,1997-04-04,12021272,113.0,English,Released,It's not who you love. It's how.,Chasing Amy,6.7,433,"['Comedy', ' Drama', ' Romance']",1997,1990
250000,http://www.likecrazy.com/,60420,"chair, customs, student visa, parents, blogger",en,Like Crazy,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",21.825564,"Paramount Vantage, Andrea Sperling Productions, Indian Paintbrush, Super Crispy Entertainment, Ascension Productions",United States of America,2011-10-28,3542353,90.0,English,Released,I Want You. I Need You. I Love You. I Miss You.,Like Crazy,6.4,381,"['Drama', ' Romance']",2011,2010
250000,http://www.kickstarter.com/projects/1094772583/the-canyons,109729,"sex, adultery, jealousy, nudity, seduction, control, liar, hollywood, fear, threesome, possessiveness, psychotherapy, film industry, snooping, mind games, affair, trust fund baby",en,The Canyons,"The discovery of an illicit love affair leads two young Angelenos on a violent, sexually charged tour through the dark side of human nature.",6.978907,"Filmworks/FX, Prettybird, Post Empire Films, Sodium Fox",United States of America,2013-07-29,56825,99.0,English,Released,It's not the hills.,The Canyons,4.1,75,"['Thriller', ' Drama']",2013,2010
0,http://www.ontheouts.com/,78307,"prison, drug dealer, single mother, teenage pregnancy, woman director, dominican",en,On the Outs,"Follows the choices made by three young women - one a drug dealer, one an addict, one a pregnant teen - in Jersey City.",0.493223,"Youth House Productions, Fader Films",United States of America,2004-09-11,0,86.0,English,Released,A drug dealer. An addict. A runaway. The story of 3 girls.,On the Outs,5.9,6,['Drama'],2004,2000
0,http://www.shotgunstories.com/,12247,"brother brother relationship, loss of father, arkansas",en,Shotgun Stories,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family.",5.251143,"Upload Films, Muskat Filmed Properties, A Lucky Old Sun Production",United States of America,2007-10-01,0,92.0,English,Released,Two families. One feud. No going back.,Shotgun Stories,6.9,57,"['Drama', ' Thriller']",2007,2000
0,http://www.examthemovie.com/,29917,"gun, room, suspicion, guard, pill, job, psychologist, disease, interrogation, candidate, narcissist, corporation, pandemic, rules",en,Exam,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,20.265518,"Hazeldine Films, Bedlam Productions",United Kingdom,2009-06-19,0,101.0,"广州话 / 廣州話, English, Français",Released,How far would you go to win the ultimate job?,Exam,6.6,523,"['Thriller', ' Mystery']",2009,2000
250000,http://www.thechristmasbunny.com/,77934,,en,The Christmas Bunny,"The Christmas Bunny tells the story of a lonely foster child (Sophie Bolen) who finds a lost, injured rabbit in the woods on Christmas Eve. The rabbit is nursed back to health by The Bunny Lady (Florence Henderson), who runs a rabbit rescue in an old barn behind her Michigan farmhouse.",0.065103,Honey Creek Pictures,United States of America,2010-11-28,0,96.0,"English, Deutsch",Released,Everybody needs some bunny to love.,The Christmas Bunny,5.7,7,"['Drama', ' Family']",2010,2010
230000,http://www.bronsonthemovie.com,18533,"prison, isolation",en,Bronson,"A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.",18.450613,"EM Media, Aramid Entertainment Fund, Vertigo Films, Str8jacket Creations, 4DH Films, Perfume Films",United Kingdom,2008-10-09,2260712,92.0,English,Released,The Man. The Myth. The Celebrity.,Bronson,6.9,733,"['Drama', ' Action', ' Crime']",2008,2000
225000,http://detroitfirefilm.org/,139948,"michigan, crisis, fire fighting, detroit, woman director",en,Burn,"A character-driven, action-packed documentary about Detroit, told through the eyes of the Detroit firefighters, the men and women charged with the thankless task of saving a city that many have written off as dead.",0.126676,Apostle Productions,United States of America,2012-11-01,111300,86.0,English,Released,One Year on the Front Lines of the Battle to Save Detroit,Burn,6.9,6,"['Foreign', ' Documentary']",2012,2010
200000,http://www.thegracecardmovie.com/,54897,"family's daily life, bible, platonic love, hope, church service, death of a friend, police everyday life",en,The Grace Card,"Everything can change in an instant ... and take a lifetime to unravel. When Mac McDonald loses his son in an accident, the ensuing 17 years of bitterness and pain erodes his love for his family and leaves him angry with God ... and just about everyone else. Mac's rage stonewalls his career in the police department and makes for a combustible situation when he's partnered with Sam Wright, a rising star on the force who happens to be a part-time pastor and a loving family man. Can they somehow join forces to help one another when it's impossible for either of them to look past their differences-especially the most obvious one? Every day, we have the opportunity to rebuild relationships and heal deep wounds by extending and receiving God's grace. Offer THE GRACE CARD ... and never underestimate the power of God's love.",0.616283,GraceWorks Pictures,United States of America,2011-02-25,2295733,101.0,English,Released,Never Underestimate The Power Of Grace ...,The Grace Card,6.5,10,['Drama'],2011,2010
0,http://www.gooddickthefilm.com/,14758,"sexuality, roommate, misfit, independent film, relationship, woman director",en,Good Dick,"A fidgety, wisecracking video store clerk develops a fixation on a particularly reclusive customer, a frequent visitor to the pornography section of Cinefile, the video store where he works in Los Angeles. After multiple failures to impress her during their brief daily transactions, he finds her street address in the store's database, drives to her apartment building and initiates an unconventional campaign to win her affections.",1.948435,"Good Dick, Morning Knight, Present Pictures",United States of America,2008-10-03,0,86.0,English,Released,A hard man... is good to find.,Good Dick,6.1,34,"['Comedy', ' Drama', ' Romance']",2008,2000
0,http://manfromearth.com/,13363,"philosophy, secret, birthday, professor, psychology, bible, time, legend, immortality, history, survival, prehistoric, memory, anthropology, religion, church, science, cavemen",en,The Man from Earth,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",31.339015,Falling Sky Entertainment,United States of America,2007-06-10,0,87.0,English,Released,From one of the acclaimed writers of Star Trek and The Twilight Zone comes a story that transcends both time and space...,The Man from Earth,7.7,687,"['Science Fiction', ' Drama']",2007,2000
180000,http://www.miramax.com/movie/children-of-heaven/,21334,"brother sister relationship, class, foot race",fa,بچه‌های آسمان,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...",7.072118,The Institute for the Intellectual Development of Children & Young Adults,Iran,1997-08-01,900000,89.0,فارسی,Released,A Little Secret...Their Biggest Adventure!,Children of Heaven,7.8,112,"['Drama', ' Comedy', ' Family']",1997,1990
8000,http://weekenderfilm.tumblr.com/,79120,"gay, great britain, one-night stand, independent film, gay relationship",en,Weekend,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",1.041254,"EM Media, The Bureau, Glendale Picture Company, Synchronicity Films",United Kingdom,2011-09-22,469947,96.0,English,Released,A (sort of) love story between two guys over a cold weekend in October.,Weekend,7.4,163,"['Drama', ' Romance']",2011,2010
150000,http://www.sonyclassics.com/badass/,5822,"mexico, black people, pimp, anti hero, black panthers, black panther, blaxploitation, unsimulated sex, los angeles",en,Sweet Sweetback's Baadasssss Song,"After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels.",0.132878,Yeah,United States of America,1971-04-23,15200000,97.0,English,Released,The Film that THE MAN doesn't want you to see!,Sweet Sweetback's Baadasssss Song,4.6,18,"['Action', ' Drama', ' Romance']",1971,1970
160000,http://www.foxsearchlight.com/once/,5723,"rock and roll, pop, irland, music style, love of one's life, fascination, music lover, song, lovers, dublin, to make music, music, music instrument, tenderness, pianist, love sickness, music band",en,Once,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",19.052179,"Summit Entertainment, Samson Films, RTE",Ireland,2007-03-23,20710513,85.0,English,Released,How often do you find the right person?,Once,7.3,453,"['Drama', ' Music', ' Romance']",2007,2000
0,http://thearousedproject.com/,178862,"pornography, interview, biography, photography, porno star, fashion, woman director",en,Aroused,"Get up close and personal with 16 of the most successful women in the adult film industry as they shed their clothes for an intimate photo shoot with director Deborah Anderson. As questions are asked, personal stories about their lives are revealed, from why they chose the business of sex to how they got into it in the first place. These porn stars have always been discreet about their private lives in the past, yet Anderson has a way of opening up a dialog allowing them to share more than just their naked skin on screen. Their true inner vulnerability is touching, yet the characters they have created are confident and intoxicating. Once you hear their stories, you'll never look at them in the same way again.",2.557258,Cherry On Top,United States of America,2013-02-20,0,73.0,English,Released,16 porn stars reveal more than just their naked skin.,Aroused,7.2,11,['Documentary'],2013,2010
